customerID,churn_probability,churn_predicted,risk_tier,segment_label,discounted_lifetime_value,actual_churn
ID-006846,0.1291,0,Low,High Value Loyalists,5305.03,0
ID-004785,0.129,0,Low,High Value Loyalists,4470.64,0
ID-001627,0.129,0,Low,At-Risk New Customers,5098.01,0
ID-005872,0.129,0,Low,High Value Loyalists,6866.46,0
ID-006603,0.1288,0,Low,At-Risk New Customers,4908.38,0
ID-000357,0.1288,0,Low,At-Risk New Customers,2848.09,1
ID-001509,0.1288,0,Low,At-Risk New Customers,3576.22,0
ID-002918,0.1287,0,Low,At-Risk New Customers,3099.02,0
ID-006541,0.1285,0,Low,Stable Value Seekers,1170.36,0
ID-005725,0.1285,0,Low,At-Risk New Customers,3138.32,1
ID-006072,0.1284,0,Low,At-Risk New Customers,2642.74,1
ID-005880,0.1284,0,Low,At-Risk New Customers,2146.17,1
ID-005586,0.1283,0,Low,High Value Loyalists,2475.83,0
ID-005573,0.1283,0,Low,At-Risk New Customers,3232.31,1
ID-004013,0.1282,0,Low,At-Risk New Customers,4510.92,0
ID-006745,0.1282,0,Low,At-Risk New Customers,1558.97,0
ID-001585,0.1281,0,Low,At-Risk New Customers,2053.96,0
ID-000685,0.1281,0,Low,High Value Loyalists,1313.28,0
ID-001822,0.1281,0,Low,At-Risk New Customers,1175.27,0
ID-006678,0.128,0,Low,At-Risk New Customers,1270.62,0
ID-000457,0.128,0,Low,At-Risk New Customers,1331.5,1
ID-004960,0.1278,0,Low,At-Risk New Customers,1638.84,0
ID-003323,0.1278,0,Low,Stable Value Seekers,4834.15,0
ID-006259,0.1276,0,Low,High Value Loyalists,4622.06,0
ID-000024,0.1276,0,Low,At-Risk New Customers,4753.37,0
ID-003038,0.1276,0,Low,At-Risk New Customers,5262.84,1
ID-004794,0.1275,0,Low,At-Risk New Customers,5186.39,1
ID-000607,0.1275,0,Low,Stable Value Seekers,5075.19,0
ID-002521,0.1274,0,Low,At-Risk New Customers,6343.98,0
ID-004129,0.1273,0,Low,At-Risk New Customers,1510.64,0
ID-003912,0.1273,0,Low,At-Risk New Customers,6164.1,0
ID-005405,0.1273,0,Low,At-Risk New Customers,4561.33,0
ID-004772,0.1272,0,Low,At-Risk New Customers,1319.51,0
ID-005480,0.1272,0,Low,At-Risk New Customers,1737.56,0
ID-004241,0.1272,0,Low,At-Risk New Customers,3432.9,1
ID-004995,0.1272,0,Low,At-Risk New Customers,4037.84,0
ID-006875,0.1272,0,Low,Low Engagement Churn Risk,2237.58,0
ID-004984,0.1271,0,Low,High Value Loyalists,4938.47,0
ID-000664,0.1271,0,Low,Stable Value Seekers,5728.84,0
ID-002494,0.1271,0,Low,Stable Value Seekers,5182.11,0
ID-000316,0.127,0,Low,At-Risk New Customers,4509.22,0
ID-000949,0.127,0,Low,High Value Loyalists,1683.84,0
ID-005013,0.127,0,Low,Stable Value Seekers,5349.77,0
ID-006946,0.1269,0,Low,At-Risk New Customers,5154.04,0
ID-001829,0.1269,0,Low,At-Risk New Customers,5725.86,0
ID-004678,0.1269,0,Low,At-Risk New Customers,6518.5,0
ID-000033,0.1269,0,Low,High Value Loyalists,1185.64,0
ID-005893,0.1268,0,Low,At-Risk New Customers,3044.85,0
ID-006039,0.1267,0,Low,At-Risk New Customers,6188.36,0
ID-001080,0.1267,0,Low,At-Risk New Customers,2687.06,1
ID-006383,0.1266,0,Low,At-Risk New Customers,3876.77,0
ID-000579,0.1266,0,Low,Stable Value Seekers,5326.53,0
ID-001586,0.1265,0,Low,At-Risk New Customers,6605.78,1
ID-006684,0.1265,0,Low,At-Risk New Customers,2606.49,0
ID-006487,0.1264,0,Low,At-Risk New Customers,2188.33,1
ID-000082,0.1264,0,Low,High Value Loyalists,1878.95,0
ID-000072,0.1264,0,Low,At-Risk New Customers,3212.2,0
ID-004657,0.1264,0,Low,Low Engagement Churn Risk,1970.89,1
ID-004690,0.1263,0,Low,High Value Loyalists,6631.65,0
ID-004766,0.1263,0,Low,At-Risk New Customers,4813.99,1
ID-003098,0.1262,0,Low,At-Risk New Customers,2055.02,0
ID-004798,0.1262,0,Low,At-Risk New Customers,3777.89,0
ID-000410,0.1262,0,Low,Stable Value Seekers,5548.57,1
ID-001759,0.1262,0,Low,At-Risk New Customers,3370.02,1
ID-002427,0.1262,0,Low,At-Risk New Customers,1105.21,0
ID-004466,0.1261,0,Low,High Value Loyalists,6646.32,0
ID-002416,0.1261,0,Low,High Value Loyalists,3418.04,0
ID-000387,0.1261,0,Low,At-Risk New Customers,992.28,0
ID-001190,0.1261,0,Low,At-Risk New Customers,4864.97,0
ID-003765,0.1259,0,Low,High Value Loyalists,6851.09,0
ID-004480,0.1259,0,Low,At-Risk New Customers,2768.24,0
ID-005874,0.1259,0,Low,At-Risk New Customers,1141.56,1
ID-002691,0.1259,0,Low,At-Risk New Customers,1796.57,0
ID-003360,0.1259,0,Low,High Value Loyalists,2746.68,0
ID-006651,0.1259,0,Low,Low Engagement Churn Risk,2042.85,0
ID-000040,0.1258,0,Low,At-Risk New Customers,5732.11,1
ID-003286,0.1258,0,Low,At-Risk New Customers,3674.5,0
ID-001004,0.1258,0,Low,At-Risk New Customers,4080.95,0
ID-003997,0.1258,0,Low,High Value Loyalists,1999.04,0
ID-003704,0.1258,0,Low,At-Risk New Customers,4485.4,0
ID-005877,0.1258,0,Low,At-Risk New Customers,3676.14,0
ID-003784,0.1257,0,Low,At-Risk New Customers,3603.97,0
ID-006788,0.1257,0,Low,High Value Loyalists,1070.22,0
ID-004905,0.1257,0,Low,At-Risk New Customers,5046.42,0
ID-004071,0.1257,0,Low,At-Risk New Customers,1622.98,0
ID-002840,0.1256,0,Low,At-Risk New Customers,1541.4,0
ID-002599,0.1256,0,Low,At-Risk New Customers,1747.4,0
ID-006491,0.1254,0,Low,Stable Value Seekers,7244.66,0
ID-001286,0.1254,0,Low,High Value Loyalists,1963.51,0
ID-003476,0.1254,0,Low,High Value Loyalists,1368.93,0
ID-004497,0.1254,0,Low,At-Risk New Customers,2145.57,1
ID-000892,0.1252,0,Low,High Value Loyalists,5506.28,0
ID-004464,0.1252,0,Low,Stable Value Seekers,4206.76,0
ID-004518,0.1252,0,Low,High Value Loyalists,1202.08,0
ID-006868,0.1251,0,Low,Stable Value Seekers,6953.89,1
ID-002832,0.1251,0,Low,At-Risk New Customers,6767.71,0
ID-005057,0.1251,0,Low,At-Risk New Customers,2715.74,0
ID-005626,0.125,0,Low,At-Risk New Customers,1818.16,0
ID-004085,0.1249,0,Low,At-Risk New Customers,3406.48,0
ID-002786,0.1249,0,Low,At-Risk New Customers,1863.4,0
ID-004388,0.1249,0,Low,At-Risk New Customers,5666.75,0
ID-000330,0.1248,0,Low,At-Risk New Customers,1408.7,0
ID-003324,0.1248,0,Low,At-Risk New Customers,1743.2,0
ID-003631,0.1247,0,Low,At-Risk New Customers,3305.42,0
ID-003213,0.1246,0,Low,At-Risk New Customers,1823.51,0
ID-000720,0.1246,0,Low,Stable Value Seekers,6341.41,0
ID-001000,0.1246,0,Low,At-Risk New Customers,4203.32,0
ID-003882,0.1246,0,Low,At-Risk New Customers,1454.73,0
ID-001280,0.1245,0,Low,Stable Value Seekers,5251.2,0
ID-000253,0.1245,0,Low,At-Risk New Customers,4710.9,0
ID-004455,0.1245,0,Low,Stable Value Seekers,3689.17,0
ID-006980,0.1245,0,Low,High Value Loyalists,6689.92,0
ID-001889,0.1244,0,Low,At-Risk New Customers,2318.05,0
ID-006812,0.1244,0,Low,At-Risk New Customers,4462.03,0
ID-002943,0.1244,0,Low,Stable Value Seekers,5131.75,1
ID-002561,0.1243,0,Low,At-Risk New Customers,4661.6,0
ID-005015,0.1243,0,Low,High Value Loyalists,6534.18,0
ID-005365,0.1243,0,Low,At-Risk New Customers,2333.86,0
ID-003401,0.1242,0,Low,Low Engagement Churn Risk,3368.72,0
ID-001479,0.1242,0,Low,Stable Value Seekers,4439.93,0
ID-005083,0.1241,0,Low,At-Risk New Customers,6055.72,0
ID-003770,0.1241,0,Low,At-Risk New Customers,3938.2,0
ID-002640,0.124,0,Low,At-Risk New Customers,2851.12,0
ID-004988,0.1239,0,Low,Stable Value Seekers,6509.04,0
ID-005767,0.1239,0,Low,Stable Value Seekers,4641.49,0
ID-004769,0.1238,0,Low,Stable Value Seekers,6904.64,0
ID-005021,0.1237,0,Low,At-Risk New Customers,4418.86,0
ID-006100,0.1237,0,Low,Stable Value Seekers,5077.98,0
ID-000997,0.1235,0,Low,At-Risk New Customers,1931.15,0
ID-003446,0.1235,0,Low,At-Risk New Customers,1967.76,0
ID-005959,0.1235,0,Low,High Value Loyalists,2143.7,0
ID-006211,0.1234,0,Low,At-Risk New Customers,4640.1,0
ID-002262,0.1234,0,Low,At-Risk New Customers,3452.82,1
ID-001928,0.1233,0,Low,At-Risk New Customers,3181.97,0
ID-000345,0.1233,0,Low,At-Risk New Customers,2305.03,0
ID-001183,0.1233,0,Low,Stable Value Seekers,7590.23,0
ID-001324,0.1232,0,Low,High Value Loyalists,2361.84,0
ID-005483,0.123,0,Low,At-Risk New Customers,4061.13,0
ID-000943,0.123,0,Low,At-Risk New Customers,5975.72,0
ID-000313,0.1229,0,Low,High Value Loyalists,3897.64,0
ID-001024,0.1229,0,Low,High Value Loyalists,1606.88,0
ID-002477,0.1229,0,Low,High Value Loyalists,4985.74,0
ID-004852,0.1228,0,Low,High Value Loyalists,3758.14,0
ID-005863,0.1228,0,Low,Stable Value Seekers,7028.92,0
ID-004397,0.1227,0,Low,At-Risk New Customers,6193.84,1
ID-000701,0.1227,0,Low,High Value Loyalists,5290.64,0
ID-005675,0.1227,0,Low,Stable Value Seekers,6997.55,0
ID-002659,0.1227,0,Low,At-Risk New Customers,1722.2,0
ID-000734,0.1227,0,Low,High Value Loyalists,5142.12,0
ID-004151,0.1226,0,Low,At-Risk New Customers,5331.54,0
ID-003667,0.1226,0,Low,At-Risk New Customers,5750.64,1
ID-000575,0.1226,0,Low,At-Risk New Customers,3554.18,0
ID-002681,0.1225,0,Low,At-Risk New Customers,5618.39,0
ID-002487,0.1225,0,Low,At-Risk New Customers,1760.85,0
ID-000615,0.1224,0,Low,At-Risk New Customers,3458.95,0
ID-004006,0.1223,0,Low,At-Risk New Customers,2518.29,0
ID-004910,0.1223,0,Low,At-Risk New Customers,2460.47,0
ID-000280,0.1223,0,Low,High Value Loyalists,1407.04,1
ID-003203,0.1223,0,Low,At-Risk New Customers,5336.34,0
ID-000760,0.1223,0,Low,At-Risk New Customers,1824.65,1
ID-004046,0.1223,0,Low,At-Risk New Customers,4662.73,0
ID-004795,0.1222,0,Low,High Value Loyalists,3647.04,0
ID-001277,0.1221,0,Low,At-Risk New Customers,3811.87,0
ID-006067,0.1221,0,Low,At-Risk New Customers,3664.24,0
ID-001782,0.1221,0,Low,At-Risk New Customers,1348.63,0
ID-004993,0.122,0,Low,At-Risk New Customers,2590.22,0
ID-003789,0.1219,0,Low,At-Risk New Customers,1694.63,0
ID-002593,0.1218,0,Low,At-Risk New Customers,1664.33,0
ID-005142,0.1218,0,Low,At-Risk New Customers,1383.21,0
ID-002019,0.1218,0,Low,High Value Loyalists,5067.87,0
ID-006527,0.1217,0,Low,Stable Value Seekers,2527.53,0
ID-000854,0.1217,0,Low,Stable Value Seekers,6274.6,0
ID-001551,0.1217,0,Low,High Value Loyalists,5206.82,0
ID-006559,0.1217,0,Low,High Value Loyalists,3220.59,1
ID-002463,0.1217,0,Low,Stable Value Seekers,3230.45,0
ID-006371,0.1216,0,Low,Stable Value Seekers,6037.1,0
ID-003304,0.1216,0,Low,At-Risk New Customers,4710.89,1
ID-001913,0.1216,0,Low,At-Risk New Customers,2205.53,0
ID-005826,0.1216,0,Low,High Value Loyalists,1939.58,1
ID-000356,0.1215,0,Low,At-Risk New Customers,4103.27,0
ID-006093,0.1215,0,Low,At-Risk New Customers,1129.57,0
ID-000368,0.1215,0,Low,At-Risk New Customers,4046.48,0
ID-006937,0.1214,0,Low,At-Risk New Customers,1893.01,0
ID-005753,0.1214,0,Low,At-Risk New Customers,2077.3,1
ID-002436,0.1213,0,Low,High Value Loyalists,4982.8,0
ID-001108,0.1213,0,Low,At-Risk New Customers,6090.4,0
ID-004356,0.1213,0,Low,Stable Value Seekers,5412.8,0
ID-004834,0.1213,0,Low,At-Risk New Customers,5189.3,0
ID-000190,0.1212,0,Low,High Value Loyalists,5407.25,0
ID-001254,0.1212,0,Low,At-Risk New Customers,5242.42,0
ID-006840,0.1212,0,Low,Stable Value Seekers,2955.18,0
ID-000013,0.1211,0,Low,At-Risk New Customers,1961.74,0
ID-001644,0.1211,0,Low,At-Risk New Customers,2885.11,1
ID-002836,0.1211,0,Low,At-Risk New Customers,4895.56,0
ID-000649,0.121,0,Low,Stable Value Seekers,4077.44,0
ID-002550,0.121,0,Low,At-Risk New Customers,1172.33,0
ID-005358,0.1208,0,Low,Stable Value Seekers,5892.61,0
ID-005333,0.1208,0,Low,At-Risk New Customers,2095.99,0
ID-000753,0.1208,0,Low,At-Risk New Customers,4393.08,0
ID-001515,0.1207,0,Low,At-Risk New Customers,2337.46,0
ID-005081,0.1206,0,Low,Stable Value Seekers,6280.13,0
ID-001949,0.1205,0,Low,Stable Value Seekers,4990.1,1
ID-006261,0.1205,0,Low,At-Risk New Customers,3591.34,1
ID-002489,0.1205,0,Low,At-Risk New Customers,3158.39,0
ID-003917,0.1204,0,Low,High Value Loyalists,4945.7,0
ID-006996,0.1204,0,Low,Low Engagement Churn Risk,1192.32,1
ID-006906,0.1204,0,Low,At-Risk New Customers,6207.07,0
ID-002528,0.1204,0,Low,At-Risk New Customers,2875.2,0
ID-004821,0.1203,0,Low,At-Risk New Customers,1438.82,0
ID-001145,0.1203,0,Low,Low Engagement Churn Risk,2766.34,1
ID-001179,0.1202,0,Low,Stable Value Seekers,6019.88,0
ID-005062,0.1202,0,Low,Stable Value Seekers,3394.72,0
ID-004655,0.1202,0,Low,At-Risk New Customers,2295.5,0
ID-000097,0.1201,0,Low,At-Risk New Customers,5489.21,0
ID-005708,0.1201,0,Low,At-Risk New Customers,3255.59,0
ID-001951,0.12,0,Low,At-Risk New Customers,2919.66,1
ID-006166,0.12,0,Low,At-Risk New Customers,5776.48,0
ID-001787,0.1199,0,Low,At-Risk New Customers,5012.23,0
ID-005148,0.1199,0,Low,At-Risk New Customers,5882.65,0
ID-005655,0.1199,0,Low,At-Risk New Customers,1229.27,0
ID-004473,0.1199,0,Low,Low Engagement Churn Risk,3245.85,0
ID-004155,0.1199,0,Low,At-Risk New Customers,1460.4,0
ID-001421,0.1198,0,Low,High Value Loyalists,4530.26,0
ID-004610,0.1198,0,Low,High Value Loyalists,2367.76,0
ID-004660,0.1197,0,Low,At-Risk New Customers,5331.27,0
ID-004484,0.1196,0,Low,Stable Value Seekers,4810.65,0
ID-003398,0.1195,0,Low,Stable Value Seekers,5351.68,0
ID-004485,0.1195,0,Low,Stable Value Seekers,5059.42,0
ID-001598,0.1194,0,Low,Stable Value Seekers,2845.97,0
ID-004102,0.1194,0,Low,High Value Loyalists,1691.52,0
ID-000740,0.1194,0,Low,At-Risk New Customers,5122.72,0
ID-004022,0.1193,0,Low,High Value Loyalists,1943.06,0
ID-000590,0.1193,0,Low,High Value Loyalists,6307.67,0
ID-002854,0.1191,0,Low,High Value Loyalists,2161.5,1
ID-006142,0.119,0,Low,Stable Value Seekers,7395.52,1
ID-001065,0.119,0,Low,At-Risk New Customers,2635.49,0
ID-005646,0.1189,0,Low,High Value Loyalists,1081.42,0
ID-003287,0.1189,0,Low,Stable Value Seekers,5735.42,0
ID-006351,0.1188,0,Low,High Value Loyalists,6355.51,0
ID-003343,0.1188,0,Low,Stable Value Seekers,7129.26,0
ID-002448,0.1188,0,Low,At-Risk New Customers,3714.44,0
ID-006930,0.1188,0,Low,High Value Loyalists,4614.22,0
ID-005778,0.1188,0,Low,At-Risk New Customers,1604.16,0
ID-001728,0.1187,0,Low,At-Risk New Customers,3406.47,0
ID-000128,0.1187,0,Low,At-Risk New Customers,2193.84,0
ID-002790,0.1187,0,Low,Stable Value Seekers,7024.81,0
ID-004634,0.1187,0,Low,Stable Value Seekers,3821.26,0
ID-006948,0.1186,0,Low,Low Engagement Churn Risk,2518.92,0
ID-000491,0.1185,0,Low,At-Risk New Customers,1049.7,0
ID-006310,0.1185,0,Low,Stable Value Seekers,3839.94,0
ID-002169,0.1185,0,Low,High Value Loyalists,6294.13,1
ID-005681,0.1184,0,Low,Stable Value Seekers,3283.02,0
ID-002319,0.1184,0,Low,At-Risk New Customers,1123.34,0
ID-003956,0.1184,0,Low,High Value Loyalists,1371.01,0
ID-005609,0.1184,0,Low,At-Risk New Customers,2486.93,0
ID-004567,0.1183,0,Low,Stable Value Seekers,6902.24,0
ID-004873,0.1183,0,Low,Stable Value Seekers,6278.9,0
ID-006302,0.1183,0,Low,At-Risk New Customers,941.25,0
ID-005667,0.1182,0,Low,At-Risk New Customers,1890.71,0
ID-002292,0.1182,0,Low,High Value Loyalists,6566.78,0
ID-004334,0.1182,0,Low,Stable Value Seekers,3364.17,0
ID-003241,0.1182,0,Low,Low Engagement Churn Risk,5558.53,0
ID-005157,0.1182,0,Low,Stable Value Seekers,6075.25,0
ID-001667,0.1181,0,Low,High Value Loyalists,2696.97,0
ID-004548,0.118,0,Low,At-Risk New Customers,5363.05,0
ID-006610,0.118,0,Low,At-Risk New Customers,6516.46,0
ID-004559,0.118,0,Low,Stable Value Seekers,6075.79,0
ID-000392,0.118,0,Low,Stable Value Seekers,4750.73,0
ID-000468,0.1179,0,Low,Stable Value Seekers,5525.67,0
ID-001293,0.1179,0,Low,Stable Value Seekers,4647.44,0
ID-002052,0.1179,0,Low,Stable Value Seekers,6553.53,0
ID-003183,0.1179,0,Low,At-Risk New Customers,5065.29,0
ID-002442,0.1177,0,Low,At-Risk New Customers,1017.05,1
ID-002047,0.1177,0,Low,At-Risk New Customers,1725.79,0
ID-000009,0.1177,0,Low,High Value Loyalists,6357.7,0
ID-001073,0.1175,0,Low,Low Engagement Churn Risk,5649.6,0
ID-004324,0.1175,0,Low,Stable Value Seekers,3311.24,0
ID-006548,0.1175,0,Low,Stable Value Seekers,4779.27,0
ID-001330,0.1174,0,Low,At-Risk New Customers,3091.82,0
ID-002360,0.1173,0,Low,Stable Value Seekers,4793.03,0
ID-000192,0.1173,0,Low,Stable Value Seekers,6409.96,0
ID-005012,0.1172,0,Low,At-Risk New Customers,1198.71,0
ID-004482,0.1172,0,Low,Stable Value Seekers,3317.32,1
ID-004374,0.1171,0,Low,High Value Loyalists,6120.26,0
ID-000644,0.1171,0,Low,At-Risk New Customers,2024.15,0
ID-000021,0.117,0,Low,Stable Value Seekers,5055.73,0
ID-000501,0.117,0,Low,Stable Value Seekers,3285.44,0
ID-000480,0.117,0,Low,High Value Loyalists,2115.69,0
ID-006197,0.117,0,Low,At-Risk New Customers,1656.4,0
ID-001894,0.1169,0,Low,Stable Value Seekers,6368.12,0
ID-003471,0.1169,0,Low,Stable Value Seekers,4811.24,0
ID-004413,0.1169,0,Low,At-Risk New Customers,2719.69,0
ID-003194,0.1169,0,Low,At-Risk New Customers,5233.2,0
ID-006814,0.1167,0,Low,Stable Value Seekers,4946.94,1
ID-002644,0.1166,0,Low,High Value Loyalists,2144.66,0
ID-003149,0.1166,0,Low,Stable Value Seekers,5474.28,0
ID-000263,0.1165,0,Low,At-Risk New Customers,5726.02,0
ID-004168,0.1165,0,Low,Stable Value Seekers,5906.04,0
ID-005068,0.1164,0,Low,Stable Value Seekers,4855.63,0
ID-003411,0.1164,0,Low,At-Risk New Customers,6829.75,0
ID-002167,0.1163,0,Low,Stable Value Seekers,4579.76,0
ID-000857,0.1163,0,Low,At-Risk New Customers,1354.02,0
ID-002584,0.1163,0,Low,Stable Value Seekers,6260.59,0
ID-002876,0.1162,0,Low,Stable Value Seekers,6380.42,0
ID-000177,0.1162,0,Low,High Value Loyalists,5838.21,0
ID-002499,0.1161,0,Low,At-Risk New Customers,4880.83,0
ID-003068,0.1161,0,Low,At-Risk New Customers,5724.84,0
ID-000556,0.116,0,Low,At-Risk New Customers,4494.87,1
ID-000277,0.116,0,Low,High Value Loyalists,1613.16,0
ID-005852,0.116,0,Low,High Value Loyalists,3409.85,0
ID-000187,0.116,0,Low,Stable Value Seekers,7443.23,0
ID-006739,0.116,0,Low,At-Risk New Customers,5548.23,0
ID-000547,0.1158,0,Low,At-Risk New Customers,1576.2,0
ID-006864,0.1157,0,Low,At-Risk New Customers,1703.53,0
ID-005724,0.1156,0,Low,At-Risk New Customers,1177.9,0
ID-001809,0.1155,0,Low,Stable Value Seekers,7277.86,0
ID-003256,0.1154,0,Low,At-Risk New Customers,3363.47,0
ID-003487,0.1154,0,Low,At-Risk New Customers,3555.26,0
ID-006130,0.1154,0,Low,Stable Value Seekers,5675.42,0
ID-001343,0.1153,0,Low,At-Risk New Customers,6497.97,1
ID-003124,0.1153,0,Low,Stable Value Seekers,5286.46,0
ID-001182,0.1152,0,Low,High Value Loyalists,6629.51,0
ID-001472,0.1152,0,Low,At-Risk New Customers,1055.36,0
ID-000950,0.1152,0,Low,High Value Loyalists,1350.57,0
ID-000093,0.1152,0,Low,Stable Value Seekers,3906.09,0
ID-005917,0.1151,0,Low,At-Risk New Customers,3240.29,0
ID-001104,0.1151,0,Low,At-Risk New Customers,3363.25,0
ID-004959,0.115,0,Low,At-Risk New Customers,5139.08,0
ID-004573,0.115,0,Low,Stable Value Seekers,1715.38,0
ID-004519,0.1149,0,Low,At-Risk New Customers,3187.61,0
ID-002825,0.1149,0,Low,At-Risk New Customers,1476.95,0
ID-006546,0.1149,0,Low,Stable Value Seekers,5933.95,0
ID-002696,0.1149,0,Low,At-Risk New Customers,5306.26,0
ID-003999,0.1148,0,Low,At-Risk New Customers,4087.03,0
ID-005658,0.1148,0,Low,Stable Value Seekers,4979.03,0
ID-000897,0.1148,0,Low,At-Risk New Customers,2699.65,0
ID-002057,0.1148,0,Low,At-Risk New Customers,3086.77,0
ID-001353,0.1148,0,Low,At-Risk New Customers,1048.56,1
ID-005141,0.1147,0,Low,High Value Loyalists,4802.83,0
ID-004973,0.1147,0,Low,At-Risk New Customers,3664.02,0
ID-004947,0.1146,0,Low,At-Risk New Customers,3019.87,0
ID-002139,0.1146,0,Low,At-Risk New Customers,2998.54,0
ID-000828,0.1145,0,Low,At-Risk New Customers,6465.88,0
ID-005331,0.1145,0,Low,Stable Value Seekers,7100.91,0
ID-000047,0.1145,0,Low,At-Risk New Customers,4132.23,0
ID-000374,0.1144,0,Low,At-Risk New Customers,5803.07,0
ID-003532,0.1144,0,Low,Stable Value Seekers,4834.38,0
ID-002004,0.1143,0,Low,Stable Value Seekers,6404.02,0
ID-003424,0.1143,0,Low,High Value Loyalists,6143.23,0
ID-004438,0.1143,0,Low,At-Risk New Customers,3169.48,0
ID-000196,0.1143,0,Low,High Value Loyalists,5864.22,0
ID-006273,0.1142,0,Low,High Value Loyalists,5122.01,0
ID-003040,0.1142,0,Low,At-Risk New Customers,3169.58,1
ID-001666,0.1142,0,Low,Stable Value Seekers,3258.41,0
ID-002927,0.1141,0,Low,Stable Value Seekers,5629.17,0
ID-002646,0.1141,0,Low,Stable Value Seekers,5561.75,0
ID-003031,0.1141,0,Low,Stable Value Seekers,7275.61,1
ID-001983,0.1141,0,Low,At-Risk New Customers,6757.92,1
ID-000913,0.114,0,Low,At-Risk New Customers,2077.3,0
ID-004526,0.114,0,Low,At-Risk New Customers,1433.3,0
ID-002951,0.114,0,Low,At-Risk New Customers,1683.83,0
ID-005312,0.1139,0,Low,High Value Loyalists,1845.33,0
ID-001292,0.1139,0,Low,High Value Loyalists,1886.72,1
ID-000046,0.1138,0,Low,Stable Value Seekers,5871.58,1
ID-003498,0.1138,0,Low,High Value Loyalists,2953.49,0
ID-004736,0.1138,0,Low,High Value Loyalists,6726.99,0
ID-002107,0.1137,0,Low,At-Risk New Customers,4041.0,0
ID-004200,0.1136,0,Low,High Value Loyalists,3379.44,1
ID-000739,0.1135,0,Low,High Value Loyalists,1206.19,0
ID-003366,0.1135,0,Low,Stable Value Seekers,2347.16,0
ID-002214,0.1135,0,Low,At-Risk New Customers,2008.25,0
ID-005175,0.1134,0,Low,High Value Loyalists,4936.91,0
ID-003768,0.1133,0,Low,Stable Value Seekers,5587.95,0
ID-000252,0.1132,0,Low,At-Risk New Customers,3130.21,0
ID-006514,0.1132,0,Low,At-Risk New Customers,1253.19,0
ID-003721,0.1131,0,Low,At-Risk New Customers,3026.46,0
ID-004754,0.1131,0,Low,High Value Loyalists,2670.05,0
ID-003820,0.1131,0,Low,At-Risk New Customers,1871.53,0
ID-003588,0.1131,0,Low,Stable Value Seekers,5824.83,0
ID-005066,0.1131,0,Low,High Value Loyalists,4085.97,0
ID-002579,0.1131,0,Low,High Value Loyalists,4258.61,0
ID-003405,0.113,0,Low,Stable Value Seekers,6228.35,0
ID-000391,0.113,0,Low,Stable Value Seekers,6013.01,0
ID-001989,0.1129,0,Low,At-Risk New Customers,1705.68,0
ID-006470,0.1129,0,Low,At-Risk New Customers,5833.4,0
ID-006494,0.1128,0,Low,At-Risk New Customers,2905.93,0
ID-006724,0.1128,0,Low,Low Engagement Churn Risk,6016.01,1
ID-000401,0.1127,0,Low,Stable Value Seekers,5932.24,0
ID-000194,0.1127,0,Low,Stable Value Seekers,5342.52,0
ID-000678,0.1127,0,Low,At-Risk New Customers,5109.07,0
ID-005643,0.1127,0,Low,At-Risk New Customers,3387.6,0
ID-003058,0.1126,0,Low,Low Engagement Churn Risk,5918.31,0
ID-002617,0.1126,0,Low,At-Risk New Customers,6381.11,0
ID-004745,0.1125,0,Low,At-Risk New Customers,2420.9,0
ID-006252,0.1124,0,Low,At-Risk New Customers,3208.57,0
ID-000976,0.1124,0,Low,Stable Value Seekers,6515.17,0
ID-001799,0.1124,0,Low,Stable Value Seekers,2412.05,1
ID-002186,0.1124,0,Low,At-Risk New Customers,6455.09,0
ID-001315,0.1123,0,Low,High Value Loyalists,7287.25,0
ID-000242,0.1123,0,Low,At-Risk New Customers,3861.82,0
ID-006598,0.1123,0,Low,Stable Value Seekers,4206.0,1
ID-003041,0.1122,0,Low,At-Risk New Customers,5257.78,0
ID-004059,0.1122,0,Low,High Value Loyalists,7066.7,0
ID-000251,0.1121,0,Low,Stable Value Seekers,4556.74,0
ID-000568,0.1121,0,Low,At-Risk New Customers,4020.91,1
ID-006922,0.1121,0,Low,Stable Value Seekers,1723.13,0
ID-003710,0.1121,0,Low,At-Risk New Customers,4567.36,0
ID-002919,0.1121,0,Low,At-Risk New Customers,1914.15,0
ID-005785,0.112,0,Low,Stable Value Seekers,3659.11,0
ID-004371,0.1119,0,Low,Low Engagement Churn Risk,4058.72,0
ID-006709,0.1119,0,Low,At-Risk New Customers,2350.91,0
ID-003261,0.1119,0,Low,At-Risk New Customers,2766.65,0
ID-004651,0.1119,0,Low,At-Risk New Customers,1330.11,1
ID-003315,0.1117,0,Low,Stable Value Seekers,6345.86,0
ID-000055,0.1117,0,Low,At-Risk New Customers,4749.55,0
ID-001553,0.1116,0,Low,Low Engagement Churn Risk,1374.63,0
ID-005210,0.1116,0,Low,At-Risk New Customers,2682.86,0
ID-003592,0.1116,0,Low,At-Risk New Customers,1701.22,0
ID-003644,0.1115,0,Low,High Value Loyalists,1328.11,0
ID-001027,0.1114,0,Low,Stable Value Seekers,3778.03,0
ID-004057,0.1114,0,Low,High Value Loyalists,1882.12,1
ID-001282,0.1114,0,Low,At-Risk New Customers,6546.86,0
ID-006056,0.1114,0,Low,At-Risk New Customers,2024.05,0
ID-002061,0.1114,0,Low,High Value Loyalists,3534.19,1
ID-006342,0.1114,0,Low,Stable Value Seekers,5882.66,0
