customerID,gender,SeniorCitizen,Partner,Dependent,tenure_normalized,PhoneService,MultipleLines_No,MultipleLines_Yes,MultipleLines_NoPhoneService,InternetService_encoded,OnlineSecurity_No,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_No,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_No,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_No,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_No,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_No,StreamingMovies_Yes,StreamingMovies_NoInternet,Contract_encoded,PaperlessBilling,PaymentMethod_encoded,MonthlyCharges_normalized,TotalCharges_normalized,Churn_encoded,is_new_customer_0_6m,is_established_customer_24m,is_long_tenure_48m,is_month_to_month,is_auto_pay,is_electronic_check,has_internet,security_bundle,addon_count,internet_addon_adoption_rate,charges_per_tenure_month,high_monthly_charge,high_total_value,churn_risk_proxy,tenure_x_monthlycharges,mtm_x_echeck,new_x_fiber,recency_proxy,frequency_proxy,monetary_proxy,service_depth_proxy,commitment_proxy,risk_proxy_bucket,segment_id,segment_label,monthly_value_proxy,total_value_proxy,projected_remaining_months,expected_lifetime_months,discounted_lifetime_value,retention_leverage_score
ID-003431,1,0,1,0,0.7222,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0.4356,0.3769,1,0,1,1,1,0,0,1,1,3,0.5,61.55,0,1,1.2,0.3146,0,0,0.2778,5,0.4121,5,1,High Risk,3,Low Engagement Churn Risk,61.56,3203.65,21.0,73.0,3178.59,1617.3
ID-003432,0,1,0,1,0.0833,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.4564,0.045,1,1,0,0,1,0,1,1,1,3,0.5,63.63,0,0,4.5,0.038,1,1,0.9167,5,0.2918,5,0,Critical Risk,3,Low Engagement Churn Risk,63.64,382.5,34.0,40.0,2089.6,1049.8
ID-003433,1,1,0,0,0.5417,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.0678,0.1138,0,0,1,0,1,0,0,1,1,2,0.3333,24.78,0,0,1.2,0.0367,0,0,0.4583,4,0.0862,4,0,High Risk,3,Low Engagement Churn Risk,24.78,967.3,34.0,73.0,1279.49,659.74
ID-003434,0,0,1,0,0.2083,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.7082,0.1569,0,0,0,0,0,0,0,1,1,3,0.5,88.8,1,0,-0.8,0.1475,0,0,0.7917,5,0.4877,5,1,Low Risk,1,At-Risk New Customers,88.82000000000001,1333.65,72.0,87.0,5144.76,2592.38
ID-003435,1,1,1,0,0.3611,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,2,0.443,0.1907,0,0,1,0,0,1,0,1,1,3,0.5,62.29,0,0,-1.3,0.16,0,0,0.6389,5,0.3421,5,2,Low Risk,1,At-Risk New Customers,62.3,1620.95,66.0,92.0,3735.86,1897.93
ID-003436,1,0,0,1,0.9861,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,3,0.7736,0.7972,1,0,1,1,1,1,0,0,1,1,0.0,95.34,1,1,0.7,0.7628,0,0,0.0139,2,0.783,2,2,Moderate Risk,2,High Value Loyalists,95.36,6776.2,21.0,92.0,5718.32,2897.16
ID-003437,0,0,1,0,0.25,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,3,0.2977,0.1012,1,0,0,0,1,1,0,0,1,1,0.0,47.76,0,0,0.7,0.0744,0,0,0.75,2,0.2191,2,1,Moderate Risk,2,High Value Loyalists,47.77,860.1999999999999,72.0,90.0,2826.12,1443.06
ID-003438,0,1,1,0,0.6389,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.8226,0.5431,0,0,1,0,0,0,1,1,1,4,0.6667,100.24,1,1,0.2,0.5256,0,0,0.3611,6,0.7108,6,1,Moderate Risk,3,Low Engagement Churn Risk,100.26,4616.35,37.0,83.0,5636.11,2823.06
ID-003439,0,1,0,0,0.0694,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0.3858,0.0333,1,1,0,0,1,1,0,1,0,0,0.0,56.57,0,0,3.0,0.0268,0,0,0.9306,1,0.2448,1,1,Critical Risk,2,High Value Loyalists,56.58,283.05,64.0,69.0,2810.34,1415.17
ID-003440,0,1,1,1,0.6667,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,2,0.3969,0.3261,0,0,1,1,0,1,0,0,1,4,0.0,57.68,0,0,-1.3,0.2646,0,0,0.3333,5,0.3686,5,3,Low Risk,0,Stable Value Seekers,57.69,2771.85,56.0,104.0,3719.36,1897.68
ID-003441,1,0,1,0,0.4444,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.7431,0.3478,0,0,1,0,1,0,0,0,1,2,0.0,92.29,1,0,1.2,0.3302,0,0,0.5556,3,0.585,3,0,High Risk,3,Low Engagement Churn Risk,92.31,2956.3,41.0,73.0,4766.34,2403.17
ID-003442,1,1,1,0,0.8889,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,1,0.1002,0.2112,0,0,1,1,0,0,0,1,1,2,0.3333,28.02,0,0,-2.0,0.0891,0,0,0.1111,4,0.1446,4,3,Low Risk,0,Stable Value Seekers,28.02,1795.2,47.0,111.0,1873.47,964.74
ID-003443,0,1,1,1,0.0556,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0.0364,0.0102,0,1,0,0,0,0,0,1,1,4,0.6667,21.64,0,0,0.7,0.002,0,0,0.9444,6,0.0259,6,1,Moderate Risk,1,At-Risk New Customers,21.64,86.7,68.0,72.0,1106.89,573.45
ID-003444,1,1,1,1,0.4861,1,1,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,1,2,0.0374,0.0896,1,0,1,0,0,1,0,1,1,1,0.1667,21.74,0,0,-1.7,0.0182,0,0,0.5139,3,0.0583,3,3,Low Risk,1,At-Risk New Customers,21.740000000000002,761.6,61.0,96.0,1337.61,698.8
ID-003445,1,0,0,1,0.6528,1,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0.5707,0.4154,1,0,1,0,1,1,0,1,1,2,0.3333,75.05,0,1,1.5,0.3726,0,0,0.3472,4,0.5086,4,1,High Risk,3,Low Engagement Churn Risk,75.07,3530.9,23.0,70.0,3766.15,1913.08
ID-003446,0,0,0,1,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0.2047,0.0,0,1,0,0,0,0,1,0,1,4,0.0,0.0,0,0,0.5,0.0,0,0,1.0,5,0.1228,5,2,Moderate Risk,1,At-Risk New Customers,38.47,0.0,72.0,72.0,1967.76,988.88
ID-003447,1,1,0,1,0.5972,0,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0.0733,0.1283,0,0,1,0,0,0,1,1,1,4,0.6667,25.33,0,0,-0.2,0.0438,0,0,0.4028,6,0.0953,6,2,Moderate Risk,1,At-Risk New Customers,25.33,1090.55,38.0,81.0,1401.63,705.82
ID-003448,1,1,1,1,0.9583,1,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,0.8329,0.8229,0,0,1,1,0,1,0,1,1,3,0.5,101.27,1,1,-0.5,0.7982,0,0,0.0417,5,0.8289,5,3,Low Risk,0,Stable Value Seekers,101.28999999999999,6994.65,27.0,96.0,6232.14,3154.07
ID-003449,0,0,1,1,0.3472,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,1,3,0.2552,0.1281,0,0,1,0,0,1,0,1,0,1,0.1667,43.51,0,0,-1.7,0.0886,0,0,0.6528,2,0.2044,2,3,Low Risk,2,High Value Loyalists,43.519999999999996,1088.85,72.0,97.0,2694.26,1357.13
ID-003450,0,0,0,0,0.6806,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,3,0.0022,0.1051,0,0,1,1,0,1,0,0,1,3,0.0,18.22,0,0,-1.3,0.0015,0,0,0.3194,4,0.0434,4,3,Low Risk,1,At-Risk New Customers,18.22,893.35,43.0,92.0,1092.57,584.28
ID-003451,0,0,0,1,0.0972,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0.0278,0.0171,0,0,0,0,0,0,1,1,1,3,0.5,20.78,0,0,1.0,0.0027,0,0,0.9028,5,0.0235,5,1,Moderate Risk,3,Low Engagement Churn Risk,20.78,145.35,68.0,75.0,1092.76,551.38
ID-003452,0,1,0,1,0.0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,3,0.4485,0.0,0,1,0,0,0,1,0,1,1,1,0.1667,0.0,0,0,0.2,0.0,0,0,1.0,3,0.2691,3,2,Moderate Risk,1,At-Risk New Customers,62.85,0.0,72.0,72.0,3214.8,1637.4
ID-003453,0,1,0,1,0.0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,3,0.9228,0.0,1,1,0,0,1,1,0,1,1,3,0.5,0.0,1,0,3.0,0.0,0,1,1.0,5,0.5537,5,1,Critical Risk,3,Low Engagement Churn Risk,110.28,0.0,55.0,55.0,4647.99,2354.0
ID-003454,0,0,0,0,0.375,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0,3,0.7566,0.2978,0,0,1,0,0,1,0,0,1,4,0.0,93.64,1,0,-2.5,0.2837,0,0,0.625,5,0.5731,5,3,Low Risk,1,At-Risk New Customers,93.66000000000001,2531.3,72.0,99.0,5868.66,2964.33
ID-003455,1,1,1,1,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,2,0.197,0.1598,0,0,1,0,0,1,0,0,1,1,0.0,37.69,0,0,-2.5,0.0985,0,0,0.5,2,0.1821,2,3,Low Risk,2,High Value Loyalists,37.7,1358.3,72.0,108.0,2482.84,1271.42
ID-003456,1,0,1,0,0.0139,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3,0.294,0.0056,0,1,0,0,1,1,0,1,1,2,0.3333,47.39,0,0,2.2,0.0041,0,0,0.9861,4,0.1786,4,1,High Risk,3,Low Engagement Churn Risk,47.4,47.6,62.0,63.0,2207.6,1133.8
ID-003457,1,1,0,1,0.4722,0,0,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0.8653,0.4184,0,0,1,0,0,0,0,1,1,3,0.5,104.5,1,1,0.0,0.4086,0,0,0.5278,5,0.6865,5,1,Moderate Risk,3,Low Engagement Churn Risk,104.53,3556.4,51.0,85.0,5966.33,3003.16
ID-003458,0,1,0,1,0.25,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.2302,0.0869,1,0,0,0,1,0,0,0,1,1,0.0,41.01,0,0,1.2,0.0576,0,0,0.75,2,0.1729,2,0,High Risk,2,High Value Loyalists,41.019999999999996,738.6500000000001,69.0,87.0,2376.02,1208.01
ID-003459,0,0,0,0,0.7222,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0.5046,0.4191,0,0,1,1,0,1,0,0,1,3,0.0,68.44,0,1,-1.3,0.3644,0,0,0.2778,4,0.4704,4,3,Low Risk,0,Stable Value Seekers,68.46000000000001,3562.35,52.0,104.0,4413.72,2244.86
ID-003460,0,0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.7334,0.7744,0,0,1,1,0,0,1,0,1,3,0.0,91.32,1,1,0.2,0.7334,0,0,0.0,4,0.7498,4,2,Moderate Risk,0,Stable Value Seekers,91.34,6582.4,17.0,89.0,5366.45,2696.22
ID-003461,1,0,0,1,0.8889,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.9977,0.8875,0,0,1,1,0,0,1,0,1,2,0.0,117.74,1,1,0.2,0.8869,0,0,0.1111,3,0.9536,3,2,Moderate Risk,0,Stable Value Seekers,117.77000000000001,7543.75,25.0,89.0,6919.28,3472.64
ID-003462,1,1,0,0,0.2361,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,2,0.6829,0.1727,0,0,0,0,0,1,0,0,1,2,0.0,86.27,1,0,-2.5,0.1612,0,0,0.7639,3,0.4788,3,3,Low Risk,1,At-Risk New Customers,86.28999999999999,1467.95,72.0,89.0,5069.75,2564.88
ID-003463,0,1,1,0,1.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.3727,0.4686,0,0,1,1,1,0,1,0,1,2,0.0,55.26,0,1,2.2,0.3727,1,0,0.0,3,0.4111,3,1,High Risk,3,Low Engagement Churn Risk,55.269999999999996,3983.1000000000004,3.0,75.0,2906.49,1466.24
ID-003464,1,1,1,1,0.5278,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,1,0.4588,0.2858,0,0,1,0,0,0,0,1,1,3,0.5,63.87,0,0,-1.2,0.2422,0,0,0.4722,5,0.3896,5,2,Low Risk,1,At-Risk New Customers,63.879999999999995,2429.3,53.0,91.0,3805.03,1922.52
ID-003465,0,0,1,0,0.7778,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,0,2,0.9868,0.7693,0,0,1,1,0,1,0,1,0,2,0.3333,116.65,1,1,-0.9,0.7675,0,0,0.2222,3,0.8998,3,4,Low Risk,0,Stable Value Seekers,116.68,6539.05,44.0,100.0,7354.21,3695.1
ID-003466,0,1,0,0,0.6389,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1,2,0.5956,0.4201,0,0,1,0,0,1,0,1,1,5,0.8333,77.54,0,1,-2.5,0.3805,0,0,0.3611,7,0.5254,7,3,Low Risk,0,Stable Value Seekers,77.56,3570.85,70.0,116.0,5310.55,2685.28
ID-003467,0,1,1,0,0.5694,1,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,3,0.2945,0.2291,0,0,1,0,0,1,0,1,1,3,0.5,47.44,0,0,-1.7,0.1677,0,0,0.4306,5,0.2683,5,3,Low Risk,1,At-Risk New Customers,47.45,1947.35,55.0,96.0,2919.49,1489.74
ID-003468,0,1,1,1,0.3611,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0.0512,0.0708,0,0,1,0,0,0,1,1,1,3,0.5,23.12,0,0,-1.0,0.0185,0,0,0.6389,5,0.059,5,2,Low Risk,1,At-Risk New Customers,23.12,601.8000000000001,63.0,89.0,1358.36,684.18
ID-003469,1,0,1,1,0.125,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,3,0.8759,0.1119,0,0,0,0,0,1,0,0,1,1,0.0,105.56,1,0,-2.5,0.1095,0,0,0.875,2,0.5703,2,3,Low Risk,2,High Value Loyalists,105.59,951.15,72.0,81.0,5842.81,2951.4
ID-003470,1,1,1,0,0.0833,0,0,0,1,2,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,3,0.1275,0.0217,1,1,0,0,0,1,0,1,1,2,0.3333,30.75,0,0,-0.2,0.0106,0,1,0.9167,4,0.0852,4,3,Moderate Risk,1,At-Risk New Customers,30.75,184.45000000000002,72.0,78.0,1659.93,859.96
ID-003471,0,1,1,1,0.9028,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0.6389,0.6267,0,0,1,1,0,0,1,1,1,2,0.3333,81.87,1,1,0.2,0.5768,0,0,0.0972,4,0.634,4,2,Moderate Risk,0,Stable Value Seekers,81.89,5326.950000000001,24.0,89.0,4811.24,2418.62
ID-003472,1,1,0,1,0.0417,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.8407,0.0361,1,1,0,0,0,0,1,1,1,2,0.3333,102.04,1,0,1.7,0.0351,0,0,0.9583,4,0.5189,4,1,High Risk,3,Low Engagement Churn Risk,102.07,306.85,65.0,68.0,5018.47,2514.24
ID-003473,0,1,0,1,0.8333,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.6602,0.5936,0,0,1,1,1,0,0,0,1,3,0.0,84.0,1,1,1.2,0.5501,0,0,0.1667,4,0.6336,4,1,High Risk,3,Low Engagement Churn Risk,84.02,5045.6,13.0,73.0,4338.29,2197.14
ID-003474,0,1,0,1,0.3194,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0.0538,0.0633,1,0,0,0,0,0,1,1,1,4,0.6667,23.38,0,0,1.0,0.0172,0,0,0.6806,6,0.0576,6,1,Moderate Risk,3,Low Engagement Churn Risk,23.38,538.05,52.0,75.0,1229.49,619.74
ID-003475,0,0,0,0,0.0972,1,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,1,3,0.8317,0.0834,0,0,0,0,0,1,0,1,1,2,0.3333,101.15,1,0,-1.7,0.0808,0,0,0.9028,4,0.5324,4,3,Low Risk,1,At-Risk New Customers,101.17,708.9,72.0,79.0,5507.4,2783.7
ID-003476,1,1,0,1,0.75,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0.053,0.1482,0,0,1,1,0,0,1,0,0,1,0.0,23.3,0,0,1.0,0.0398,0,0,0.25,1,0.0911,1,2,Moderate Risk,2,High Value Loyalists,23.3,1259.7,35.0,89.0,1368.93,677.46
ID-003477,1,0,0,0,0.8056,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.6205,0.5467,0,0,1,1,0,0,0,0,1,3,0.0,80.03,1,1,-0.8,0.4999,0,0,0.1944,4,0.591,4,2,Low Risk,0,Stable Value Seekers,80.05000000000001,4646.95,41.0,99.0,5015.87,2535.94
ID-003478,1,0,0,0,0.5139,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0.6513,0.3622,0,0,1,0,1,0,1,1,1,3,0.5,83.11,1,1,3.0,0.3347,1,0,0.4861,5,0.5357,5,0,Critical Risk,3,Low Engagement Churn Risk,83.13,3078.7000000000003,18.0,55.0,3503.7,1756.85
ID-003479,0,0,0,0,0.9444,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,3,0.2048,0.3081,0,0,1,1,0,1,0,0,1,3,0.0,38.47,0,0,-2.5,0.1934,0,0,0.0556,4,0.2461,4,4,Low Risk,0,Stable Value Seekers,38.480000000000004,2618.85,48.0,116.0,2634.73,1355.36
ID-003480,0,0,0,1,0.6528,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,1,3,0.4917,0.3718,0,0,1,0,0,1,0,1,1,1,0.1667,67.16,0,1,-2.5,0.321,0,0,0.3472,3,0.4437,3,3,Low Risk,0,Stable Value Seekers,67.17,3160.3,69.0,116.0,4599.15,2329.57
ID-003481,0,0,0,1,0.5833,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,1,2,0.4547,0.3139,0,0,1,0,0,1,0,1,0,1,0.1667,63.46,0,0,-1.7,0.2652,0,0,0.4167,2,0.3984,2,3,Low Risk,2,High Value Loyalists,63.47,2668.15,72.0,114.0,4305.58,2162.79
ID-003482,1,1,1,1,0.2639,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.5564,0.1647,0,0,0,0,1,0,1,1,1,4,0.6667,73.62,0,0,3.0,0.1468,1,0,0.7361,6,0.3997,6,0,Critical Risk,3,Low Engagement Churn Risk,73.64,1399.95,36.0,55.0,3103.72,1556.86
ID-003483,1,1,0,0,0.0694,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0.285,0.0274,1,1,0,0,1,1,0,1,1,2,0.3333,46.49,0,0,2.2,0.0198,0,0,0.9306,4,0.182,4,1,High Risk,3,Low Engagement Churn Risk,46.5,232.9,58.0,63.0,2165.69,1112.84
ID-003484,1,1,1,0,0.5833,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0759,0.1266,0,0,1,0,1,0,1,0,1,2,0.0,25.59,0,0,2.2,0.0443,1,0,0.4167,3,0.0962,3,0,High Risk,3,Low Engagement Churn Risk,25.59,1076.1,21.0,63.0,1191.83,600.92
ID-003485,1,1,1,1,0.0139,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,3,0.8503,0.0121,0,1,0,0,1,1,0,0,0,0,0.0,103.0,1,0,3.0,0.0118,0,0,0.9861,0,0.515,0,1,Critical Risk,2,High Value Loyalists,103.03,102.85,68.0,69.0,5117.52,2568.76
ID-003486,1,0,0,0,0.3333,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0.0782,0.073,0,0,1,0,0,0,0,1,0,1,0.1667,25.82,0,0,0.0,0.0261,0,0,0.6667,2,0.0761,2,1,Moderate Risk,2,High Value Loyalists,25.82,620.5,72.0,96.0,1588.65,794.32
ID-003487,1,0,0,0,0.4167,1,0,1,0,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,3,0.4476,0.2217,0,0,1,0,0,1,0,1,1,3,0.5,62.75,0,0,-0.5,0.1865,0,0,0.5833,5,0.3572,5,2,Low Risk,1,At-Risk New Customers,62.76,1884.45,54.0,84.0,3555.26,1807.63
ID-003488,0,1,1,1,0.6111,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2,1,2,0.6674,0.439,0,0,1,0,0,1,0,0,1,3,0.0,84.72,1,1,-2.5,0.4078,0,0,0.3889,4,0.576,4,3,Low Risk,0,Stable Value Seekers,84.74,3731.5,72.0,116.0,5802.17,2931.08
ID-003489,0,0,0,0,0.9306,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.9687,0.9062,0,0,1,1,1,0,1,0,1,3,0.0,114.84,1,1,2.2,0.9015,1,0,0.0694,4,0.9437,4,1,High Risk,3,Low Engagement Churn Risk,114.87,7702.7,3.0,70.0,5762.86,2894.43
ID-003490,0,1,1,0,0.7778,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,3,0.9092,0.7182,0,0,1,1,0,1,0,1,1,2,0.3333,108.89,1,1,-1.3,0.7072,0,0,0.2222,4,0.8328,4,3,Low Risk,0,Stable Value Seekers,108.92,6104.7,48.0,104.0,7022.23,3549.12
ID-003491,0,0,1,0,0.875,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.8394,0.7561,0,0,1,1,1,0,1,1,1,2,0.3333,101.91,1,1,2.2,0.7345,1,0,0.125,4,0.8061,4,1,High Risk,3,Low Engagement Churn Risk,101.94,6426.85,3.0,66.0,4907.92,2466.96
ID-003492,0,1,1,0,0.4028,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0.2652,0.152,0,0,1,0,0,0,1,0,1,3,0.0,44.51,0,0,-1.0,0.1068,0,0,0.5972,4,0.2199,4,2,Low Risk,1,At-Risk New Customers,44.519999999999996,1292.0,60.0,89.0,2615.66,1312.83
ID-003493,0,1,1,0,0.125,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0.6237,0.0852,0,0,0,0,0,0,0,1,1,2,0.3333,80.35,1,0,-1.2,0.078,0,0,0.875,4,0.4083,4,2,Low Risk,1,At-Risk New Customers,80.37,724.1999999999999,72.0,81.0,4447.26,2243.63
ID-003494,0,0,0,0,0.5,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0.3123,0.2087,1,0,1,0,1,1,0,1,1,4,0.6667,49.22,0,0,1.5,0.1562,0,0,0.5,6,0.2709,6,1,High Risk,3,Low Engagement Churn Risk,49.230000000000004,1773.95,34.0,70.0,2469.8,1264.9
ID-003495,0,0,1,0,0.3889,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0.4407,0.2047,1,0,1,0,1,1,0,1,1,1,0.1667,62.06,0,0,0.7,0.1714,0,0,0.6111,3,0.3463,3,1,Moderate Risk,3,Low Engagement Churn Risk,62.07,1739.95,50.0,78.0,3350.63,1705.32
ID-003496,1,1,0,0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,2,1,0,0.7528,0.0,0,1,0,0,0,0,1,0,1,1,0.0,0.0,1,0,0.5,0.0,0,0,1.0,2,0.4517,2,2,Moderate Risk,2,High Value Loyalists,93.28,0.0,72.0,72.0,4771.31,2390.66
ID-003497,0,1,1,1,0.25,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,3,0.1515,0.0703,0,0,0,0,0,1,0,1,1,3,0.5,33.15,0,0,-2.5,0.0379,0,0,0.75,5,0.119,5,3,Low Risk,1,At-Risk New Customers,33.15,597.5500000000001,72.0,90.0,1961.18,1010.59
ID-003498,1,1,1,1,0.9861,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.3227,0.4203,0,0,1,1,0,0,1,0,0,1,0.0,50.26,0,1,1.0,0.3182,0,0,0.0139,1,0.3617,1,2,Moderate Risk,2,High Value Loyalists,50.269999999999996,3572.55,18.0,89.0,2953.49,1469.74
ID-003499,0,0,1,1,0.7083,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,0.0927,0.1638,0,0,1,1,1,1,0,1,1,1,0.1667,27.27,0,0,0.7,0.0657,0,0,0.2917,3,0.1211,3,2,Moderate Risk,2,High Value Loyalists,27.27,1392.3,41.0,92.0,1635.26,855.63
ID-003500,1,1,1,1,0.4583,1,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0.4627,0.2497,0,0,1,0,1,0,0,1,1,2,0.3333,64.26,0,0,2.0,0.2121,0,0,0.5417,4,0.3775,4,0,High Risk,3,Low Engagement Churn Risk,64.27000000000001,2122.45,32.0,65.0,3060.96,1550.48
