customerID,gender,SeniorCitizen,Partner,Dependent,tenure_normalized,PhoneService,MultipleLines_No,MultipleLines_Yes,MultipleLines_NoPhoneService,InternetService_encoded,OnlineSecurity_No,OnlineSecurity_Yes,OnlineSecurity_NoInternet,OnlineBackup_No,OnlineBackup_Yes,OnlineBackup_NoInternet,DeviceProtection_No,DeviceProtection_Yes,DeviceProtection_NoInternet,TechSupport_No,TechSupport_Yes,TechSupport_NoInternet,StreamingTV_No,StreamingTV_Yes,StreamingTV_NoInternet,StreamingMovies_No,StreamingMovies_Yes,StreamingMovies_NoInternet,Contract_encoded,PaperlessBilling,PaymentMethod_encoded,MonthlyCharges_normalized,TotalCharges_normalized,Churn_encoded
ID-004354,0,1,0,1,0.4444,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,3,0.7337,0.3443,0
ID-004355,1,0,1,1,0.25,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0.5609,0.157,1
ID-004356,0,0,1,1,0.9167,0,0,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.8683,0.8146,0
ID-004357,0,1,1,1,0.1389,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0.0582,0.0281,0
ID-004358,1,0,0,1,0.0278,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,3,0.8382,0.024,1
ID-004359,0,1,1,0,0.1389,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,2,0.8567,0.1221,0
ID-004360,0,1,1,1,0.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2,1,2,0.8579,0.0,0
ID-004361,1,0,0,0,0.5972,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0.943,0.5686,1
ID-004362,1,0,0,0,0.25,1,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,0.0433,0.0473,0
ID-004363,1,1,1,1,0.9722,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3,0.9274,0.9127,0
ID-004364,1,1,1,0,0.8611,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,3,0.7675,0.6917,0
ID-004365,1,0,0,0,0.8194,1,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0.7065,0.6159,1
ID-004366,0,1,0,0,0.0972,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.7565,0.0772,1
ID-004367,0,0,0,0,0.4722,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0.1997,0.152,1
ID-004368,1,0,0,1,0.5556,1,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,2,0,3,0.3703,0.2592,0
ID-004369,0,1,1,0,0.5694,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,1,1,0.3056,0.2344,0
ID-004370,1,1,1,0,0.5556,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0.4544,0.2988,1
ID-004371,1,0,0,1,0.2778,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0.542,0.17,0
ID-004372,1,0,0,0,0.0278,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,1,1,0.1059,0.0067,0
ID-004373,1,0,0,1,0.3472,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0.9667,0.3375,0
ID-004374,1,1,1,1,0.4722,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,2,0.7591,0.376,0
ID-004375,0,1,1,1,0.0694,0,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.9516,0.0666,0
ID-004376,1,0,0,0,0.4583,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0.7602,0.3653,1
ID-004377,1,1,0,0,0.5972,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,1,0.6343,0.4123,0
ID-004378,0,1,1,0,0.2778,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.1026,0.0666,0
ID-004379,1,0,1,0,0.4167,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,3,0.8821,0.3752,0
ID-004380,1,0,0,1,0.5694,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.8776,0.5105,1
ID-004381,1,0,0,0,0.875,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,3,0.0283,0.1546,0
ID-004382,0,0,1,1,0.875,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.5346,0.5301,0
ID-004383,1,1,0,0,0.8056,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,3,0.3789,0.3817,0
ID-004384,0,1,0,1,0.5556,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0.1446,0.1529,0
ID-004385,0,1,1,1,0.7083,1,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0.822,0.6017,1
ID-004386,0,0,0,1,0.1667,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,3,0.0727,0.0357,0
ID-004387,1,0,0,0,0.5139,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.9206,0.4795,0
ID-004388,0,0,0,0,0.3472,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0.765,0.2782,0
ID-004389,0,1,1,0,1.0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,3,0.3802,0.4749,0
ID-004390,1,0,1,0,0.5694,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0.2961,0.2298,0
ID-004391,1,0,0,1,0.4028,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.9707,0.3929,0
ID-004392,0,0,0,1,0.6667,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0.8243,0.5676,0
ID-004393,0,1,1,0,0.2917,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0.1648,0.0853,0
ID-004394,1,0,0,0,0.25,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,3,0.8882,0.2264,0
ID-004395,0,1,0,0,0.125,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.5288,0.0751,1
ID-004396,0,0,0,0,0.7778,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0.0526,0.1534,0
ID-004397,0,0,1,0,0.3194,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,2,0.8529,0.2797,1
ID-004398,0,0,1,1,0.4444,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.1788,0.1352,0
ID-004399,1,1,1,0,0.0556,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0.1708,0.0165,1
ID-004400,0,0,1,0,0.1806,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,0.4734,0.1,0
ID-004401,0,1,0,1,0.3472,1,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.8128,0.2923,1
ID-004402,0,0,1,0,0.7639,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,3,0.0993,0.1809,0
ID-004403,1,0,0,0,0.9722,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.2472,0.3521,1
ID-004404,0,0,1,0,0.5972,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.3965,0.2919,1
ID-004405,1,0,1,1,0.7222,1,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,2,0,1,0.1703,0.2145,0
ID-004406,1,1,1,0,0.4583,1,1,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0.1538,0.1297,0
ID-004407,1,0,1,1,0.8194,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.1868,0.2548,0
ID-004408,0,1,0,0,0.8056,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0.8345,0.6928,0
ID-004409,0,1,1,1,0.125,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0.0485,0.0242,0
ID-004410,1,0,0,1,0.0556,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.3496,0.0249,1
ID-004411,1,1,0,0,0.4861,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2,0.9189,0.4528,0
ID-004412,0,0,0,0,0.7917,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0.8323,0.6794,0
ID-004413,0,0,1,1,0.375,0,1,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,3,0.3001,0.1526,0
ID-004414,0,0,0,0,0.4583,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,2,0.8638,0.4056,0
ID-004415,1,0,0,1,0.6806,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,3,0.3646,0.3142,0
ID-004416,0,1,0,0,0.1944,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.3944,0.0947,0
ID-004417,1,1,1,0,0.7361,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,1,0,0.0113,0.1194,0
ID-004418,0,1,0,1,0.9167,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0.8365,0.7899,0
ID-004419,1,1,0,1,0.5139,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,2,1,3,0.0823,0.1143,0
ID-004420,0,1,0,1,0.9028,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,2,0.0853,0.2031,0
ID-004421,1,0,1,0,0.5278,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2,1,3,0.7306,0.4074,0
ID-004422,0,0,0,1,0.875,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,3,0.2691,0.3331,0
ID-004423,0,0,1,0,0.4028,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,2,0.7398,0.3141,1
ID-004424,0,1,1,0,0.8472,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0.6911,0.6257,0
ID-004425,0,1,0,0,0.3472,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.7357,0.2696,1
ID-004426,1,1,0,0,0.3333,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0.361,0.1529,1
ID-004427,1,1,0,0,0.2222,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,3,0.7063,0.167,0
ID-004428,1,1,0,0,0.5278,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0.1391,0.1428,0
ID-004429,0,0,0,1,0.9028,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0.8838,0.8141,1
ID-004430,0,1,1,1,0.2778,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0.3134,0.1162,0
ID-004431,1,1,1,1,0.2222,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,3,0.3738,0.1043,0
ID-004432,1,1,1,0,0.6111,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0.1465,0.1692,0
ID-004433,1,0,0,0,0.7778,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,3,0.5058,0.4522,0
ID-004434,1,1,0,0,0.3194,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.4356,0.1667,0
ID-004435,0,1,0,1,0.3194,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0.9367,0.3024,0
ID-004436,1,0,0,0,0.3056,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,2,1,2,0.1143,0.0763,0
ID-004437,1,0,0,1,0.1528,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0.9061,0.1407,0
ID-004438,1,0,0,1,0.4306,1,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,3,0.3795,0.2042,0
ID-004439,0,1,1,1,0.1944,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3,0.2271,0.0671,0
ID-004440,1,0,0,0,0.0139,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0.1675,0.0041,1
ID-004441,1,0,0,1,0.3194,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0.8046,0.2667,0
ID-004442,0,0,1,1,0.375,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0.0565,0.0752,0
ID-004443,1,1,0,0,0.3333,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0.2306,0.116,0
ID-004444,0,1,1,0,0.125,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.7346,0.0969,1
ID-004445,0,1,1,1,0.3056,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0.6983,0.2275,0
ID-004446,1,0,1,0,0.8333,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0.4803,0.4665,0
ID-004447,1,0,1,1,0.8056,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,3,0.6671,0.5785,0
ID-004448,1,0,1,0,0.4028,1,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0.435,0.21,1
ID-004449,1,1,1,0,1.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.3486,0.4481,0
ID-004450,0,0,1,0,0.8472,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,3,0.9634,0.8212,0
ID-004451,0,1,0,1,0.1667,1,1,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0.1014,0.0398,1
ID-004452,1,1,1,1,0.8889,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0.0603,0.1811,0
ID-004453,0,1,1,1,0.8889,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,0.9234,0.8315,0
ID-004454,1,0,0,0,0.0972,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.1771,0.0294,0
ID-004455,1,1,0,0,0.75,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0.4867,0.4239,0
ID-004456,0,0,1,0,0.3611,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,0.9285,0.3393,0
ID-004457,1,1,1,1,0.1944,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3,0.5074,0.1133,0
ID-004458,1,0,1,1,0.5278,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.1807,0.1614,0
ID-004459,1,1,0,1,0.8194,1,0,1,0,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0.9778,0.8043,0
ID-004460,1,0,1,0,0.2083,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2,0.6712,0.1503,1
ID-004461,1,0,1,1,0.8194,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3,0.6058,0.5459,0
ID-004462,1,0,0,0,0.8194,1,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,2,0.2747,0.3159,0
ID-004463,1,1,1,0,0.7361,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3,0.5886,0.4796,0
ID-004464,1,1,1,0,0.5972,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,3,0.4725,0.3304,0
ID-004465,0,0,1,0,0.8889,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,3,0.1046,0.2145,0
ID-004466,0,1,0,1,0.5556,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,1,0,0.8684,0.4937,0
ID-004467,0,0,1,1,0.4861,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,3,0.9909,0.4825,0
ID-004468,1,0,0,0,0.2222,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0.9941,0.2212,0
ID-004469,1,1,0,0,0.6806,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2,0,1,0.0517,0.1337,0
ID-004470,0,0,0,0,0.4444,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,2,0.6745,0.322,0
ID-004471,1,1,0,0,0.2222,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0.9238,0.2079,0
ID-004472,0,1,1,0,0.5833,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0.8664,0.5174,1
ID-004473,1,0,1,0,0.4861,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0.3974,0.238,0
ID-004474,0,1,0,1,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,0.395,0.0,0
ID-004475,1,0,0,0,0.0278,1,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,0,0.8654,0.0246,0
ID-004476,1,1,1,1,0.8056,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0.0019,0.1243,0
ID-004477,0,1,0,1,0.9583,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0.8156,0.8089,0
ID-004478,0,0,0,1,0.2083,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0.4156,0.1052,0
ID-004479,1,0,1,1,0.4722,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0.5631,0.2975,1
ID-004480,0,0,0,0,0.0278,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2,0,2,0.3512,0.0125,0
ID-004481,0,0,0,1,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,3,0.1908,0.0,0
ID-004482,1,1,0,1,0.875,1,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.4195,0.4447,1
ID-004483,1,0,0,1,0.8333,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0.5318,0.5028,0
ID-004484,1,1,0,1,0.7778,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0.6388,0.5399,0
ID-004485,0,1,1,0,0.6389,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,2,0.6423,0.4454,0
ID-004486,0,0,0,1,0.5972,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,2,0.279,0.2324,0
ID-004487,1,1,0,0,0.3889,1,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0.1574,0.1113,0
ID-004488,1,1,1,1,0.0139,1,1,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,2,0.9238,0.013,0
ID-004489,0,0,0,0,0.5,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,2,0.8319,0.4289,0
ID-004490,1,1,0,1,0.8333,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,2,1,3,0.0973,0.1959,0
ID-004491,0,1,1,0,0.9028,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.4788,0.5042,0
ID-004492,1,0,1,1,0.9722,1,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.5096,0.5683,1
ID-004493,1,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1,3,0.5221,0.0,0
ID-004494,0,0,0,1,0.5,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0.0602,0.1018,0
ID-004495,1,0,0,1,1.0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0.502,0.5781,0
ID-004496,0,0,1,1,0.8472,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0.1656,0.2483,0
ID-004497,0,1,0,1,0.4167,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2,0.1778,0.1264,1
ID-004498,1,0,1,0,0.7361,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,2,0.7062,0.553,0
ID-004499,1,0,1,1,0.0833,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0.4502,0.0445,0
ID-004500,1,0,1,1,0.2361,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0.1175,0.0596,0
ID-004501,0,1,1,0,0.1528,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,0.5151,0.09,1
ID-004502,1,1,1,0,0.0556,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0.8328,0.0477,0
ID-004503,1,1,1,0,0.3056,1,1,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0.6174,0.2066,0
ID-004504,0,0,1,0,0.7083,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,1,2,0.2102,0.2343,0
ID-004505,0,1,1,1,0.6389,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,3,0.4923,0.3642,0
ID-004506,1,1,1,1,0.5417,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,1,2,0.1599,0.1561,0
ID-004507,1,0,1,0,0.2361,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2,0,3,0.5959,0.1553,0
ID-004508,0,0,0,0,0.5694,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,2,0.4594,0.3087,0
ID-004509,1,1,0,1,0.5694,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0.6853,0.4177,0
ID-004510,1,1,0,1,0.1389,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,2,0.058,0.028,0
ID-004511,0,1,1,1,0.2917,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0.5084,0.1702,0
ID-004512,0,1,0,1,0.3333,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,3,0.5761,0.2137,1
ID-004513,0,1,1,1,0.9028,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0.6536,0.638,0
ID-004514,1,1,1,0,0.1944,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0.9264,0.1824,0
ID-004515,1,1,0,0,0.25,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.4319,0.1297,1
ID-004516,0,1,0,1,0.0556,0,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2,1,0,0.1786,0.0169,0
ID-004517,1,1,1,1,0.1389,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,2,0.4474,0.0739,0
ID-004518,0,0,0,1,0.9167,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0.0246,0.159,0
