customerID,gender,SeniorCitizen,Partner,Dependent,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-003952,Female,1,No,Yes,10,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,44.28,442.8,No
ID-003953,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card,81.7,4330.1,No
ID-003954,Male,1,No,Yes,30,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,114.27,3428.1,No
ID-003955,Male,1,Yes,Yes,42,Yes,No,No,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer,60.57,2543.94,No
ID-003956,Female,1,Yes,Yes,29,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,85.52,2480.08,No
ID-003957,Male,0,Yes,No,64,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,55.01,3520.64,No
ID-003958,Male,1,No,Yes,52,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,No,Credit card,100.22,5211.44,No
ID-003959,Female,0,No,No,41,No,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Bank transfer,53.9,2209.9,No
ID-003960,Male,1,Yes,No,9,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,64.4,579.6,No
ID-003961,Male,0,Yes,Yes,20,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,95.18,1903.6,No
ID-003962,Male,1,No,Yes,12,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card,18.01,216.12,No
ID-003963,Male,1,No,Yes,46,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,78.93,3630.78,No
ID-003964,Female,0,No,No,1,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,37.05,37.05,No
ID-003965,Male,1,Yes,No,69,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,40.63,2803.47,No
ID-003966,Female,1,Yes,No,52,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,104.62,5440.24,No
ID-003967,Female,1,No,No,51,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Mailed check,52.51,2678.01,No
ID-003968,Female,0,Yes,Yes,56,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,98.22,5500.32,No
ID-003969,Female,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,37.46,1348.56,No
ID-003970,Female,1,Yes,Yes,72,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card,48.26,3474.72,No
ID-003971,Female,0,Yes,No,3,Yes,No,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer,86.3,258.9,No
ID-003972,Male,1,Yes,Yes,49,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,62.09,3042.41,No
ID-003973,Female,1,Yes,No,51,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Two year,No,Mailed check,92.07,4695.57,No
ID-003974,Female,1,Yes,No,12,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.73,320.76,No
ID-003975,Female,0,Yes,Yes,47,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No internet service,One year,No,Credit card,111.22,5227.34,No
ID-003976,Male,0,No,No,38,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Credit card,21.35,811.3,No
ID-003977,Male,1,No,Yes,57,No,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,87.64,4995.48,No
ID-003978,Male,1,Yes,Yes,31,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,95.47,2959.57,No
ID-003979,Female,1,Yes,No,11,No,No phone service,DSL,No internet service,Yes,No,Yes,No,No,One year,Yes,Bank transfer,97.81,1075.91,No
ID-003980,Female,1,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,61.36,490.88,No
ID-003981,Female,0,No,Yes,45,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,30.33,1364.85,No
ID-003982,Male,1,No,Yes,55,No,No,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,66.82,3675.1,No
ID-003983,Female,0,Yes,No,65,No,No phone service,No,No internet service,No,No,Yes,No internet service,No internet service,One year,Yes,Credit card,99.68,6479.2,No
ID-003984,Male,1,Yes,Yes,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Mailed check,97.81,6944.51,No
ID-003985,Male,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,No,Mailed check,49.61,744.15,No
ID-003986,Female,1,No,Yes,72,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,97.72,7035.84,No
ID-003987,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,110.44,3644.52,No
ID-003988,Female,1,Yes,No,55,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,43.94,2416.7,No
ID-003989,Male,0,No,No,63,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,32.35,2038.05,No
ID-003990,Female,0,Yes,No,54,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,80.66,4355.64,No
ID-003991,Male,0,No,No,19,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,No,Bank transfer,113.48,2156.12,No
ID-003992,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Credit card,70.53,3173.85,No
ID-003993,Female,1,No,Yes,57,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Electronic check,112.18,6394.26,No
ID-003994,Female,1,No,Yes,58,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer,51.2,2969.6,No
ID-003995,Female,0,Yes,No,25,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Credit card,58.06,1451.5,No
ID-003996,Male,1,Yes,No,20,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card,59.99,1199.8,No
ID-003997,Male,0,Yes,No,13,No,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card,47.88,622.44,No
ID-003998,Female,0,No,No,1,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,85.83,85.83,No
ID-003999,Female,0,No,Yes,40,No,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,90.8,3632.0,No
ID-004000,Female,0,No,Yes,42,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,96.59,4056.78,No
ID-004001,Male,0,Yes,No,71,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,107.31,7619.01,No
ID-004002,Female,1,No,Yes,19,No,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,96.17,1827.23,No
ID-004003,Female,0,Yes,No,66,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer,71.61,4726.26,No
ID-004004,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card,45.65,2236.85,No
ID-004005,Female,1,No,No,54,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,68.42,3694.68,No
ID-004006,Male,0,Yes,Yes,36,No,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card,104.22,3751.92,No
ID-004007,Male,0,Yes,Yes,11,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card,37.48,412.28,No
ID-004008,Female,1,No,Yes,4,No,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Credit card,22.92,91.68,No
ID-004009,Male,1,No,No,39,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,107.38,4187.82,No
ID-004010,Male,0,No,No,7,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,53.83,376.81,No
ID-004011,Male,0,Yes,No,65,No,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,64.81,4212.65,No
ID-004012,Male,0,Yes,No,54,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No,Two year,No,Bank transfer,111.94,6044.76,No
ID-004013,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Credit card,52.13,729.82,No
ID-004014,Male,1,No,Yes,5,No,No,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,51.46,257.3,No
ID-004015,Male,1,Yes,Yes,64,No,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,57.9,3705.6,No
ID-004016,Male,1,No,Yes,27,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card,88.59,2391.93,No
ID-004017,Male,0,Yes,Yes,18,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,51.9,934.2,No
ID-004018,Female,1,Yes,Yes,54,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,111.94,6044.76,No
ID-004019,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,75.78,0,No
ID-004020,Male,0,No,No,42,No,No,DSL,No,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer,77.51,3255.42,No
ID-004021,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,31.67,601.73,No
ID-004022,Male,0,No,No,39,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,51.15,1994.85,No
ID-004023,Male,1,No,No,63,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Mailed check,25.4,1600.2,No
ID-004024,Female,0,Yes,Yes,16,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,81.76,1308.16,No
ID-004025,Female,0,Yes,No,69,Yes,No phone service,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,91.41,6307.29,No
ID-004026,Male,0,Yes,No,31,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,One year,No,Electronic check,82.23,2549.13,No
ID-004027,Female,1,No,No,28,No,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,No,Mailed check,68.37,1914.36,No
ID-004028,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,82.05,1641.0,No
ID-004029,Female,1,No,No,41,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No,No,One year,No,Bank transfer,52.28,2143.48,No
ID-004030,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,96.56,4248.64,No
ID-004031,Male,1,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,59.96,3417.72,No
ID-004032,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,111.2,4559.2,No
ID-004033,Male,0,Yes,No,66,No,No,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,47.17,3113.22,No
ID-004034,Male,0,No,No,18,No,No phone service,DSL,No,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,105.61,1900.98,No
ID-004035,Female,0,No,Yes,46,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,48.06,2210.76,No
ID-004036,Female,0,Yes,Yes,61,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,Yes,Credit card,34.56,2108.16,No
ID-004037,Male,1,Yes,No,1,No,No phone service,No,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,24.94,24.94,No
ID-004038,Female,1,Yes,No,8,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Mailed check,67.5,540.0,No
ID-004039,Female,1,No,Yes,61,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,106.94,6523.34,No
ID-004040,Female,1,Yes,Yes,4,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,26.82,107.28,No
ID-004041,Female,0,No,No,55,No,Yes,DSL,No internet service,No,No,No,No internet service,No,One year,No,Electronic check,33.17,1824.35,No
ID-004042,Male,0,Yes,Yes,64,Yes,No,No,No,No,No,No internet service,No internet service,Yes,One year,No,Bank transfer,71.62,4583.68,No
ID-004043,Male,0,Yes,No,16,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,99.47,1591.52,No
ID-004044,Male,1,No,Yes,60,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,104.91,6294.6,No
ID-004045,Female,1,No,No,25,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,88.64,2216.0,No
ID-004046,Male,1,No,Yes,50,No,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Credit card,31.74,1587.0,No
ID-004047,Male,0,No,Yes,44,No,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Credit card,25.2,1108.8,No
ID-004048,Female,0,Yes,No,37,No,No phone service,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Mailed check,56.88,2104.56,No
ID-004049,Male,1,Yes,No,8,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,58.93,471.44,No
ID-004050,Male,0,No,Yes,51,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,67.88,3461.88,No
ID-004051,Female,0,Yes,Yes,25,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,23.24,581.0,No
ID-004052,Male,0,Yes,No,19,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Credit card,59.56,1131.64,No
ID-004053,Female,0,Yes,Yes,12,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,32.65,391.8,No
ID-004054,Male,1,Yes,Yes,51,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,42.06,2145.06,No
ID-004055,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,107.21,6325.39,No
ID-004056,Male,0,No,Yes,63,No,No,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Electronic check,69.69,4390.47,No
ID-004057,Female,0,Yes,Yes,32,No,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,106.21,3398.72,No
ID-004058,Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card,50.16,1805.76,No
ID-004059,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Bank transfer,42.74,1795.08,No
ID-004060,Female,0,No,Yes,26,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,104.7,2722.2,No
ID-004061,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,117.63,5175.72,No
ID-004062,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,No,Credit card,84.06,672.48,No
ID-004063,Male,0,No,Yes,65,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Bank transfer,20.52,1333.8,No
ID-004064,Male,1,No,Yes,56,No,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,47.98,2686.88,No
ID-004065,Male,0,Yes,No,33,No,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,95.93,3165.69,No
ID-004066,Male,0,No,Yes,25,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,23.2,580.0,No
ID-004067,Male,0,Yes,No,66,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card,100.0,6600.0,No
ID-004068,Female,1,Yes,Yes,29,No,No phone service,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,79.46,2304.34,No
ID-004069,Female,1,No,No,57,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,88.04,5018.28,No
ID-004070,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,55.43,2605.21,No
ID-004071,Male,0,Yes,Yes,40,No,No,DSL,No,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,109.31,4372.4,No
ID-004072,Male,0,No,Yes,8,No,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer,55.02,440.16,No
ID-004073,Female,1,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,63.42,2219.7,No
ID-004074,Female,1,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,One year,Yes,Electronic check,51.25,2357.5,No
ID-004075,Female,0,Yes,No,32,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.04,641.28,No
ID-004076,Female,1,Yes,Yes,22,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card,46.6,1025.2,No
ID-004077,Male,1,Yes,Yes,67,No,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,112.03,7506.01,No
ID-004078,Female,0,No,No,7,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,98.9,692.3,No
ID-004079,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,41.31,660.96,No
ID-004080,Female,0,Yes,No,31,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,114.69,3555.39,No
ID-004081,Female,1,Yes,No,36,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.41,4082.76,No
ID-004082,Male,1,No,Yes,53,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,41.97,2224.41,No
ID-004083,Female,1,Yes,Yes,34,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.29,2117.86,No
ID-004084,Female,0,No,No,12,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,91.74,1100.88,No
ID-004085,Female,1,No,No,54,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,34.61,1868.94,No
ID-004086,Female,0,No,Yes,71,No,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,No,Bank transfer,58.48,4152.08,No
ID-004087,Male,0,No,Yes,26,No,Yes,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,90.6,2355.6,No
ID-004088,Male,1,No,No,69,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Bank transfer,24.6,1697.4,No
ID-004089,Female,0,No,Yes,41,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card,102.56,4204.96,No
ID-004090,Male,0,No,Yes,30,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,66.17,1985.1,No
ID-004091,Female,0,No,No,63,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,68.69,4327.47,No
ID-004092,Female,1,No,Yes,25,No,No,DSL,Yes,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,106.09,2652.25,No
ID-004093,Female,0,Yes,Yes,10,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.17,1061.7,No
ID-004094,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer,60.35,181.05,No
ID-004095,Female,1,Yes,Yes,20,Yes,No,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,70.19,1403.8,No
ID-004096,Female,1,Yes,Yes,2,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,70.79,141.58,No
ID-004097,Male,0,No,No,16,No,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,One year,No,Mailed check,76.85,1229.6,No
ID-004098,Female,1,Yes,No,1,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,70.09,70.09,No
ID-004099,Female,1,No,No,57,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,53.22,3033.54,No
ID-004100,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,60.74,1457.76,No
ID-004101,Female,1,No,Yes,39,No,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,62.31,2430.09,No
ID-004102,Female,0,No,No,66,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,83.33,5499.78,No
ID-004103,Male,1,No,Yes,50,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,41.06,2053.0,No
ID-004104,Male,0,No,Yes,41,No,No,No,No,Yes,Yes,No internet service,Yes,No,Two year,No,Bank transfer,98.76,4049.16,No
ID-004105,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,30.75,953.25,No
ID-004106,Female,0,Yes,No,17,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,70.53,1199.01,No
ID-004107,Female,1,No,No,3,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card,98.95,296.85,No
ID-004108,Female,1,Yes,Yes,37,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Mailed check,32.54,1203.98,No
ID-004109,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card,73.44,1982.88,No
ID-004110,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Credit card,106.91,106.91,No
ID-004111,Male,0,Yes,No,60,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,No,Mailed check,83.19,4991.4,No
ID-004112,Male,0,No,No,28,No,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,25.21,705.88,No
ID-004113,Female,0,No,Yes,12,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.37,796.44,No
ID-004114,Male,1,Yes,No,42,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,93.97,3946.74,No
ID-004115,Female,0,No,No,18,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer,54.95,989.1,No
ID-004116,Male,1,Yes,No,18,No,No,No,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,56.62,1019.16,No
ID-004117,Female,1,Yes,No,1,No,No,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,25.02,25.02,No
ID-004118,Male,1,Yes,No,58,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,101.2,5869.6,No
ID-004119,Male,0,Yes,No,52,No,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,86.09,4476.68,No
ID-004120,Female,1,No,Yes,29,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,94.59,2743.11,No
ID-004121,Female,1,No,No,23,No,No,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,114.46,2632.58,No
ID-004122,Male,0,No,No,44,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card,100.99,4443.56,No
ID-004123,Female,1,No,No,18,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card,43.84,789.12,No
ID-004124,Male,1,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,85.54,1710.8,No
ID-004125,Male,0,No,No,22,No,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Credit card,19.58,430.76,No
ID-004126,Female,1,Yes,No,53,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,30.2,1600.6,No
ID-004127,Female,0,No,No,61,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,60.31,3678.91,No
ID-004128,Male,0,Yes,No,38,No,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,61.79,2348.02,No
ID-004129,Female,1,Yes,Yes,39,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Mailed check,27.05,1054.95,No
ID-004130,Female,1,No,No,0,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,113.43,0,No
ID-004131,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.75,1548.0,No
